ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
3755	783	308	chr3L:4114994-4115283	chr3L:4685733-4685916	chrXR_group8:8280968-8281176	scaffold_13049:1965910-1966100	290	184	209	191	100	100	100	100	25.3	31.52	21.21	76.94	-0.396	-0.636	-0.31	0.389	0.0848	0.3894	0.0049	0.039
3757	783	213	chr3L:4128412-4128586	chr3L:4699550-4699724	chrXR_group8:8294884-8295064	scaffold_13049:1982640-1982820	175	175	181	181	100	100	100	100	29.38	28.02	11.41	67.02	-0.246	-0.754	-0.929	0.251	0.0571	0.0571	0.0053	0.012
3760	785	857	chr3L:4146230-4146660	chr3L:4717518-4717925	chrXR_group8:8310410-8311123	scaffold_13049:2001365-2001580	431	408	714	216	100	100	100	100	70.72	42.03	42.03	34.75	0.632	-0.349	0.374	-0.406	1.0855	1.3539	1.3094	0.018
3761	785	2018	chr3L:4160464-4161328	chr3L:4731830-4732780	chrXR_group8:8323449-8324452	scaffold_13049:2034065-2035717	865	951	1004	1653	100	100	100	99.394	47.54	129.6	29.48	24.82	0.235	0.777	0.02	-0.742	2.0676	2.4092	0.0843	0.5988
3763	785	1570	chr3L:4167270-4168198	chr3L:4738933-4739860	chrXR_group8:8331372-8332497	scaffold_13049:2042500-2043346	929	928	1126	847	100	100	100	100	73.09	220.67	42.46	52.12	0.665	1.31	0.385	0	2.0148	2.593	2.373	2.5567
3764	785	421	chr3L:4172244-4172664	chr3L:4743960-4744380	chrXR_group8:8337137-8337554	scaffold_13049:2046622-2047039	421	421	418	418	100	100	100	100	34.66	80.56	24.77	22.34	-0.081	0.302	-0.154	-0.848	0.7137	0.3739	0.2991	0.2588
3766	785	207	chr3L:4176224-4176408	chr3L:4747948-4748135	chrXR_group8:8341315-8341511	scaffold_13049:2051610-2051800	185	188	197	191	100	100	100	100	31.81	56.04	27.91	67.02	-0.166	-0.0610000000000001	-0.035	0.251	0.0093	0.0163	0.0022	0.8618
3772	785	1241	chr3L:4216801-4217864	chr3L:4791180-4792240	chrXR_group8:8384202-8385270	scaffold_13049:2099684-2100865	1064	1061	1069	1182	100	100	100	100	27.59	91.07	46.1	32.27	-0.309	0.425	0.467	-0.48	0.7492	0.9925	1.8763	0.404
3774	785	1376	chr3L:4232150-4232770	chr3L:4806969-4807653	chrXR_group8:8400501-8401113	scaffold_13049:2120267-2121053	621	685	613	787	100	100	100	96.203	84.22	38.53	38.74	34.75	0.807	-0.436	0.293	-0.406	0.8911	0.5797	1.1747	1.0578
3775	785	195	chr3L:4238397-4238445	chr3L:4814188-4814238	chrXR_group8:8406374-8406464	scaffold_13049:2125750-2125920	49	51	91	171	100	100	100	100	15.13	35.03	7.69	79.43	-0.909	-0.531	-1.324	0.421	0.071	0.071	0.0019	0.3921
3776	785	1214	chr3L:4247530-4248150	chr3L:4823725-4824340	chrXR_group8:8416618-8417220	scaffold_13049:2136440-2137613	621	616	603	1174	100	100	100	100	77.15	87.57	21.36	17.37	0.719	0.385	-0.303	-1.099	1.8099	1.7734	0.0292	1.591
3777	785	955	chr3L:4251927-4252540	chr3L:4828140-4828811	chrXR_group8:8421597-8422159	scaffold_13049:2142261-2142948	614	672	563	688	100	100	100	100	51.65	115.59	18.37	52.12	0.318	0.663	-0.453	0	0.1832	0.2129	0.058	0.1474
3778	785	1329	chr3L:4252921-4253820	chr3L:4829190-4830042	chrXR_group8:8422159-8422941	scaffold_13049:2142948-2143664	900	853	783	717	100	100	100	100	50.52	87.57	27.43	44.68	0.296	0.385	-0.052	-0.155	1.048	0.8315	0.1633	0.3447
3779	785	352	chr3L:4257290-4257577	chr3L:4833513-4833797	chrXR_group8:8426748-8426982	scaffold_13049:2147130-2147470	288	285	235	341	100	100	100	100	34.1	38.53	27.68	74.46	-0.097	-0.436	-0.043	0.356	0.5457	0.3171	0.718	0.1267
3781	787	462	chr3L:4293120-4293530	chr3L:4874940-4875335	chrXR_group6:9949675-9950049	scaffold_13049:8752529-8752863	411	396	375	335	100	100	100	100	61.87	59.55	9.89	17.37	0.499	0	-1.072	-1.099	2.7438	1.9735	0.5875	0.0715
3782	787	272	chr3L:4295007-4295260	chr3L:4876846-4877099	chrXR_group6:9951275-9951525	scaffold_13049:8754150-8754400	254	254	251	251	100	100	100	100	37.18	17.51	27.91	89.35	-0.01	-1.224	-0.035	0.539	0.3783	0.0215	0.0305	0.0249
3787	788	281	chr3L:4327273-4327553	chr3L:4909840-4910120	chrXR_group6:5842872-5843152	scaffold_13049:11197070-11197350	281	281	281	281	100	100	100	100	30.37	42.03	26.65	89.35	-0.213	-0.349	-0.081	0.539	0.0153	0.2339	0.0091	0.01
3788	788	402	chr3L:4328061-4328390	chr3L:4910640-4910970	chrXR_group6:5842090-5842339	scaffold_13049:11197837-11198114	330	331	250	278	100	100	100	100	32.61	84.07	6.07	22.34	-0.142	0.344	-1.56	-0.848	0.3141	0.2798	0.0594	0.2785
3796	790	1697	chr3L:4408800-4409480	chr3L:4984723-4985506	chrXR_group8:2500874-2501703	scaffold_13049:45832-47052	681	784	830	1221	100	100	100	100	99.47	147.12	58.12	52.12	0.974	0.904	0.699	0	1.1128	1.1202	1.0278	1.0861
3808	791	398	chr3L:4508186-4508431	chr3L:5080279-5080546	chrXR_group8:2607535-2607817	scaffold_12758:79720-80010	246	268	283	291	100	100	100	100	27.1	66.55	18.37	89.35	-0.327	0.111	-0.453	0.539	0.0042	0.0045	0.398	0.0211
3817	791	911	chr3L:4623135-4623407	chr3L:5198270-5198540	chrXR_group8:2732852-2733445	scaffold_12758:234773-235218	273	271	594	446	100	100	100	100	32.36	80.56	34.49	29.78	-0.149	0.302	0.177	-0.56	0.1014	0.1014	0.0054	0.0505
3819	791	317	chr3L:4629709-4629922	chr3L:5204923-5205137	chrXR_group8:2743500-2743750	scaffold_12758:243648-243874	214	215	251	227	100	100	100	100	27.84	31.52	57.09	17.37	-0.3	-0.636	0.68	-1.099	1.0339	1.0308	2.3656	1.3508
3821	791	1221	chr3L:4634620-4635500	chr3L:5209998-5210892	chrXR_group8:2748519-2749458	scaffold_12758:252299-253195	881	895	940	897	100	100	100	100	72.27	290.73	96.74	19.86	0.654	1.585	1.208	-0.966	3.5597	4.1845	4.1493	4.6432
3827	791	1122	chr3L:4667884-4668572	chr3L:5246590-5247320	chrXR_group8:2786504-2787120	scaffold_12758:307718-308272	689	731	617	555	100	100	100	100	40.61	80.56	25.96	22.34	0.078	0.302	-0.107	-0.848	0.1023	0.7597	0.1946	0.4404
3830	791	1469	chr3L:4694350-4695290	chr3L:5275771-5276708	chrXR_group8:2814981-2816174	scaffold_12758:344197-345105	941	938	1194	909	100	100	100	100	154.38	220.67	65.13	27.3	1.413	1.31	0.812	-0.647	1.5207	1.7206	2.9667	1.2936
3831	791	5565	chr3L:4696020-4697960	chr3L:5277424-5279503	chrXR_group8:2817016-2818743	scaffold_12758:345806-350148	1941	2080	1728	4343	100	100	100	100	381.7	648.01	170.98	193.6	2.318	2.387	1.777	1.312	6.186	5.8589	4.967	6.8331
3834	791	2857	chr3L:4709480-4710841	chr3L:5291377-5292733	chrXR_group8:2831196-2832240	scaffold_12758:366889-368970	1362	1357	1045	2082	100	100	100	100	69.74	87.57	74.98	54.61	0.619	0.385	0.953	0.046	0.6326	1.5866	1.115	1.9242
3841	791	298	chr3L:4768628-4768836	chr3L:5351358-5351555	chrXR_group8:2906237-2906435	scaffold_12758:446590-446810	209	198	199	221	100	100	100	100	35.02	31.52	34.01	67.02	-0.07	-0.636	0.163	0.251	0.0047	0.0047	0.0025	0.0513
3842	791	364	chr3L:4768894-4769107	chr3L:5351613-5351842	chrXR_group8:2906608-2906944	scaffold_12758:446970-447130	214	230	337	161	100	100	100	100	30.18	21.02	18.95	71.98	-0.219	-1.042	-0.422	0.322	0.0178	0.0256	0.0539	0.0423
3848	791	1562	chr3L:4814120-4815460	chr3L:5397492-5398837	chrXR_group8:2962182-2963741	scaffold_12758:512560-513902	1341	1346	1560	1343	100	100	100	100	114.33	52.54	31.73	44.68	1.113	-0.126	0.093	-0.155	2.5157	2.1708	0.6551	1.1769
3856	791	1308	chr3L:4838040-4838627	chr3L:5422000-5422570	chrXR_group8:2985788-2986377	scaffold_12758:541747-542796	588	571	590	1050	100	100	100	100	42.77	80.56	18.95	17.37	0.129	0.302	-0.422	-1.099	2.6327	1.3225	1.1272	1.0751
3857	791	641	chr3L:4843520-4843930	chr3L:5428098-5428545	chrXR_group8:2991157-2991702	scaffold_12758:548582-548953	411	448	546	372	100	100	100	100	57.72	31.52	23.66	7.45	0.429	-0.636	-0.2	-1.946	0.604	0.593	0.246	0.2303
3859	791	311	chr3L:4853829-4854089	chr3L:5438388-5438665	chrXR_group8:3003961-3004150	scaffold_12758:560080-560300	261	278	190	221	100	100	100	100	31.86	35.03	14.2	69.5	-0.165	-0.531	-0.711	0.287	0.1633	0.1605	0.1595	0.0032
3860	791	494	chr3L:4855276-4855636	chr3L:5440030-5440390	chrXR_group8:3005399-3005835	scaffold_12758:562265-562568	361	361	437	304	100	100	100	100	31.56	91.07	21.99	9.93	-0.174	0.425	-0.274	-1.659	0.0642	0.0649	0.0738	0.0172
3874	791	595	chr3L:4992095-4992446	chr3L:5575879-5576240	chrXR_group8:3153797-3154225	scaffold_12758:745860-746170	352	362	429	311	100	100	100	100	24.74	17.51	22.09	101.76	-0.418	-1.224	-0.269	0.669	0.1036	0.1036	0.0128	0.1074
3875	791	209	chr3L:4997395-4997524	chr3L:5581305-5581447	chrXR_group8:3157962-3158046	scaffold_12758:753820-754020	130	143	85	201	100	100	100	100	24.99	42.03	7.49	67.02	-0.408	-0.349	-1.35	0.251	0	1e-04	0	4e-04
3877	791	1248	chr3L:5070480-5070923	chr3L:5642860-5643310	chrXR_group8:3231312-3232330	scaffold_12758:830974-831307	444	451	1019	334	100	100	100	100	29.32	87.57	29.88	22.34	-0.248	0.385	0.033	-0.848	0.1241	0.1242	0.0618	0.6012
3878	791	555	chr3L:5078981-5079329	chr3L:5651880-5652240	chrXR_group8:3240229-3240638	scaffold_12758:841546-841876	349	361	410	331	100	100	100	100	31.43	84.07	24.44	39.71	-0.178	0.344	-0.168	-0.272	0.5245	0.3918	0.4014	0.3697
3885	793	1396	chr3L:5128240-5129330	chr3L:5689620-5690729	chrXR_group3a:1243546-1244501	scaffold_13049:7847857-7848842	1091	1110	956	986	100	100	100	100	76.66	38.53	23.31	17.37	0.713	-0.436	-0.215	-1.099	1.348	0.204	0.0728	2.2451
3886	793	266	chr3L:5134274-5134481	chr3L:5695680-5695887	chrXR_group3a:1249845-1250083	scaffold_13049:7853740-7853950	208	208	239	211	100	100	100	100	33.1	35.03	22.24	71.98	-0.127	-0.531	-0.262	0.322	0.9156	0.5438	0.0289	0.1785
3889	793	211	chr3L:5147289-5147499	chr3L:5708725-5708935	chrXR_group3a:1263408-1263618	scaffold_13049:7866710-7866920	211	211	211	211	100	100	100	100	28.89	24.52	11.84	81.91	-0.263	-0.888	-0.892	0.452	0.0089	0.4204	0.0067	0.1651
3900	795	258	chr3L:5303132-5303278	chr3L:5861765-5861911	chrXR_group6:8369564-8369753	scaffold_13049:8053320-8053510	147	147	190	191	100	100	100	100	20.27	42.03	14.3	69.5	-0.617	-0.349	-0.704	0.287	0.0029	0.0028	0.0032	0.0074
3910	796	451	chr3L:5388272-5388606	chr3L:5955430-5955765	chrXR_group6:8285760-8286099	scaffold_13049:11298790-11299010	335	336	340	221	100	94.118	100	100	31.68	38.53	25.33	69.5	-0.171	-0.436	-0.132	0.287	0.0494	0.0452	0.0061	0.3576
3932	801	2354	chr3L:5613930-5615120	chr3L:6178477-6179698	chrXR_group6:8023713-8025672	scaffold_13049:11548981-11550364	1191	1222	1960	1384	100	100	100	98.551	168.13	259.21	79.15	62.05	1.498	1.47	1.007	0.174	2.1195	2.123	2.2867	2.1868
3933	801	1164	chr3L:5616013-5616527	chr3L:6180550-6181060	chrXR_group6:8021483-8022033	scaffold_13049:11551190-11552036	515	511	551	847	100	100	100	100	32.3	80.56	15.13	22.34	-0.151	0.302	-0.647	-0.848	0.622	0.2659	1.435	0.6606
3936	801	857	chr3L:5630864-5631446	chr3L:6195810-6196420	chrXR_group6:8005413-8006061	scaffold_13049:11567268-11567772	583	611	649	505	100	100	100	100	35.33	94.57	23.2	71.98	-0.062	0.462	-0.22	0.322	1.2518	1.5171	0.5862	2.3456
3939	801	349	chr3L:5638934-5639239	chr3L:6203314-6203619	chrXR_group6:7996313-7996639	scaffold_13049:11577390-11577650	306	306	327	261	100	100	100	100	42.71	24.52	28.8	96.8	0.128	-0.888	-0.004	0.619	0.0078	0.0133	0.0267	0.0034
3946	801	720	chr3L:5706084-5706650	chr3L:6272836-6273296	chrXR_group6:7920720-7920982	scaffold_13049:11659060-11659230	567	461	263	171	100	100	100	100	55.11	28.02	15.92	71.98	0.383	-0.754	-0.597	0.322	0.5203	1.6034	0.0084	0.0084
3947	801	616	chr3L:5730086-5730336	chr3L:6299130-6299360	chrXR_group6:7894568-7895023	scaffold_13049:11684100-11684330	251	231	456	231	100	100	100	100	27.71	42.03	11.46	81.91	-0.305	-0.349	-0.925	0.452	0.4486	0.4503	0.4226	0.5939
3949	803	833	chr3L:5757090-5757850	chr3L:6326526-6327289	chrXR_group6:9796133-9796586	scaffold_13049:11714370-11715013	761	764	454	644	100	100	100	100	81.87	31.52	22.72	19.86	0.779	-0.636	-0.241	-0.966	1.6773	1.5026	0.0851	0.2484
3951	807	251	chr3L:5788649-5788899	chr3L:6359331-6359581	chrXR_group8:3590109-3590359	scaffold_13049:9787660-9787910	251	251	251	251	100	100	100	100	28.27	31.52	14.3	76.94	-0.284	-0.636	-0.704	0.389	0.6	0.7452	0.0418	0.0158
3952	807	2004	chr3L:5799830-5801190	chr3L:6370806-6372244	chrXR_group8:3577406-3578759	scaffold_13049:9774511-9775911	1361	1439	1354	1401	100	100	100	100	125.12	56.04	30.69	34.75	1.203	-0.0610000000000001	0.06	-0.406	3.0382	1.7825	1.3405	1.0103
3954	807	832	chr3L:5828920-5829540	chr3L:6400909-6401537	chrXR_group8:3546136-3546706	scaffold_13049:9743575-9744135	621	629	571	561	100	100	100	100	102.77	87.57	42.87	52.12	1.006	0.385	0.394	0	1.6814	1.6969	1.2564	0.6979
3955	807	494	chr3L:5829619-5829946	chr3L:6401767-6402146	chrXR_group8:3545753-3546135	scaffold_13049:9743340-9743570	328	380	383	231	100	100	100	100	23.68	59.55	20.27	67.02	-0.462	0	-0.355	0.251	0.5564	0.4141	0.0392	0.008
3961	807	1068	chr3L:5871720-5872507	chr3L:6447696-6448550	chrXR_group8:3502362-3503176	scaffold_13049:9692740-9693445	788	855	815	706	100	100	100	100	63.59	91.07	32.82	27.3	0.526	0.425	0.127	-0.647	3.1549	2.9225	2.2268	1.9034
3962	807	922	chr3L:5872652-5873410	chr3L:6448930-6449690	chrXR_group8:3501623-3502362	scaffold_13049:9692045-9692740	759	761	740	696	100	100	90.541	100	28.64	84.07	31.5	62.05	-0.272	0.344	0.086	0.174	1.0692	2.2373	1.4289	1.3
3963	807	377	chr3L:5895659-5895832	chr3L:6473008-6473179	chrXR_group8:3471618-3471737	scaffold_13049:9666960-9667190	174	172	120	231	100	100	100	100	26.23	56.04	14.93	67.02	-0.359	-0.0610000000000001	-0.661	0.251	0.0112	0.0116	0.0023	0.2402
3965	807	1058	chr3L:5919342-5920057	chr3L:6497990-6498570	chrXR_group8:3445778-3446335	scaffold_13049:9631473-9632031	716	581	558	559	84.507	100	100	100	35.08	84.07	20.52	54.61	-0.069	0.344	-0.343	0.046	1.0963	1.2973	0.0558	0.0225
3970	808	902	chr3L:5967450-5967970	chr3L:6548572-6549099	chrXR_group6:9713693-9714356	scaffold_13049:3824548-3825146	521	528	664	599	100	100	100	100	73.15	108.59	48.28	42.19	0.666	0.6	0.513	-0.212	0.4956	0.5034	1.2017	0.8797
3972	808	1002	chr3L:5975471-5975882	chr3L:6556710-6557160	chrXR_group6:9705362-9705931	scaffold_13049:3835024-3835787	412	451	570	764	100	100	100	100	28.76	84.07	30.21	39.71	-0.267	0.344	0.044	-0.272	0.9724	2.0947	1.9558	1.5136
3974	808	1425	chr3L:5989430-5990180	chr3L:6572030-6572792	chrXR_group6:9687165-9688236	scaffold_13049:3855725-3856731	751	763	1072	1007	100	100	100	100	86.03	98.08	35.17	37.23	0.828	0.499	0.196	-0.337	1.3137	0.7926	1.6875	0.5723
3990	816	297	chr3L:6180904-6181155	chr3L:6769863-6770110	chrXR_group3a:199648-199838	scaffold_13049:10499130-10499320	252	248	191	191	100	100	100	100	22.56	31.52	37.78	67.02	-0.51	-0.636	0.268	0.251	0.4765	0.0056	0.0028	0.006
3991	816	201	chr3L:6208253-6208453	chr3L:6797418-6797618	chrXR_group3a:226393-226593	scaffold_13049:10522960-10523160	201	201	201	201	100	100	100	100	20.46	35.03	14.15	89.35	-0.608	-0.531	-0.715	0.539	0.0188	0.0112	0.0071	0.3489
3998	816	380	chr3L:6272393-6272668	chr3L:6855398-6855690	chrXR_group3a:303790-304123	scaffold_13049:10579320-10579630	276	293	334	311	100	100	100	100	50.46	45.54	22.04	74.46	0.295	-0.269	-0.271	0.356	0.1318	0.1316	0.0744	0.0598
4001	816	443	chr3L:6282346-6282687	chr3L:6866970-6867300	chrXR_group3a:318160-318532	scaffold_13049:10594864-10595172	342	331	373	309	100	100	100	100	41.17	80.56	24.44	29.78	0.091	0.302	-0.168	-0.56	0.5385	0.4792	0.6672	0.4807
4009	816	1062	chr3L:6348165-6348707	chr3L:6936526-6937132	chrXR_group3a:393660-394550	scaffold_13049:10665200-10665420	543	607	891	221	100	100	95.556	100	29.51	38.53	23.08	74.46	-0.242	-0.436	-0.225	0.356	0.0508	0.4339	0.9232	0.8663
4011	816	488	chr3L:6353906-6354282	chr3L:6942677-6943046	chrXR_group3a:400666-401066	scaffold_13049:10671950-10672210	377	370	401	261	100	100	100	100	38.44	42.03	15.03	94.32	0.023	-0.349	-0.654	0.593	0.0148	0.0436	0.0073	0.048
4013	816	327	chr3L:6372829-6373017	chr3L:6963532-6963723	chrXR_group3a:423866-424132	scaffold_13049:10728730-10728950	189	192	267	221	100	100	100	100	33.78	52.54	15.13	91.84	-0.106	-0.126	-0.647	0.566	0.0023	0.0018	0.0167	0.5933
4019	816	628	chr3L:6503821-6504192	chr3L:7072611-7073015	chrXR_group3a:559014-559547	scaffold_13049:10862160-10862430	372	405	534	271	100	100	100	100	22	35.03	22.14	84.39	-0.535	-0.531	-0.267	0.481	0.0084	0.0095	0.1509	4e-04
4029	819	533	chr3L:6583077-6583434	chr3L:7154890-7155253	chrXR_group8:5361388-5361794	scaffold_13049:10941480-10941880	358	364	407	401	100	100	100	100	27.47	87.57	9.69	62.05	-0.313	0.385	-1.093	0.174	0.2882	0.2747	0.1761	0.0176
4032	819	298	chr3L:6595438-6595702	chr3L:7167269-7167532	chrXR_group8:5349281-5349552	scaffold_13049:10954740-10955000	265	264	272	261	100	100	100	100	33.91	45.54	25.91	91.84	-0.103	-0.269	-0.109	0.566	0.2833	0.2899	0.1269	0.0528
4046	820	550	chr3L:6736548-6736715	chr3L:7321600-7321721	chrXR_group8:5191895-5192045	scaffold_13049:1082698-1083219	168	122	151	522	100	100	100	100	25.29	199.66	11.21	24.82	-0.396	1.209	-0.947	-0.742	0.1413	6e-04	0.1081	0.1573
4047	821	324	chr3L:6736715-6736989	chr3L:7321721-7322010	chrXR_group8:5191631-5191895	scaffold_13049:7071425-7071645	275	290	265	221	100	100	100	100	33.72	238.19	12.73	19.86	-0.108	1.386	-0.82	-0.966	0.0053	0.0051	1e-04	0.144
4049	823	406	chr3L:6760400-6760690	chr3L:7347570-7347878	chrXR_group8:5167453-5167794	scaffold_13049:7094368-7094695	291	309	342	328	100	100	100	100	69.92	77.06	18.95	12.41	0.621	0.257	-0.422	-1.436	0.4508	0.1604	0.1603	0.0824
4051	823	218	chr3L:6765747-6765881	chr3L:7353227-7353356	chrXR_group8:5160866-5160957	scaffold_13049:7102210-7102420	135	130	92	211	100	100	100	100	25.3	21.02	13.03	71.98	-0.395	-1.042	-0.797	0.322	0.0874	0.1683	0.0751	0.0842
4053	823	781	chr3L:6793632-6794040	chr3L:7380030-7380444	chrXR_group8:5127892-5128511	scaffold_13049:7135010-7135190	409	415	620	181	100	100	100	100	21.94	24.52	23.13	71.98	-0.538	-0.888	-0.223	0.322	0.0959	0.0963	0.3061	0.2198
4055	823	1174	chr3L:6813990-6814740	chr3L:7401344-7402128	chrXR_group8:5103994-5104885	scaffold_13049:7165137-7165803	751	785	892	667	100	100	100	100	95.81	73.56	25.86	42.19	0.936	0.211	-0.111	-0.212	0.9815	1.346	1.1206	1.8526
4056	823	442	chr3L:6818987-6819271	chr3L:7406547-7406820	chrXR_group8:5098531-5098862	scaffold_13049:7170870-7171080	285	274	332	211	100	100	100	100	22.14	24.52	19.1	71.98	-0.529	-0.888	-0.414	0.322	0.031	0.0309	0.0469	0.0352
4057	823	224	chr3L:6822553-6822730	chr3L:7410431-7410610	chrXR_group8:5095319-5095520	scaffold_13049:7174770-7174960	178	180	202	191	100	100	100	100	31.18	35.03	17.49	69.5	-0.186	-0.531	-0.503	0.287	0.4546	0.4543	0.4798	0.4603
4060	823	315	chr3L:6839819-6839956	chr3L:7428766-7428892	chrXR_group8:5073693-5073822	scaffold_13049:7195290-7195550	138	127	130	261	100	100	100	100	29.2	21.02	13.36	74.46	-0.252	-1.042	-0.772	0.356	0.7764	0.7662	0.7732	1.1523
4070	824	631	chr3L:6957469-6957980	chr3L:7540550-7541080	chrXR_group5:656866-657235	scaffold_13049:7318849-7319085	512	531	370	237	100	100	100	100	53.86	133.11	21.89	22.34	0.36	0.804	-0.278	-0.848	0.126	0.0954	0.0364	0.0103
4072	824	261	chr3L:6963436-6963696	chr3L:7546397-7546657	chrXR_group5:662197-662457	scaffold_13049:7324700-7324960	261	261	261	261	100	100	100	100	23.56	42.03	18.12	76.94	-0.467	-0.349	-0.467	0.389	0.0107	0.2162	0.0559	0.0163
4090	826	1427	chr3L:7130880-7131660	chr3L:7727574-7728402	chrXR_group6:2302180-2303098	scaffold_13049:9817151-9817980	781	829	919	830	100	100	100	100	135.67	70.06	22.72	52.12	1.284	0.162	-0.241	0	2.5243	2.5523	2.1291	2.6535
4092	826	224	chr3L:7139775-7139980	chr3L:7736519-7736724	chrXR_group6:2293387-2293595	scaffold_13049:9807150-9807370	206	206	209	221	100	100	100	100	30.87	28.02	16.5	69.5	-0.196	-0.754	-0.561	0.287	0.4078	0.0486	0.0661	0.4916
4093	826	437	chr3L:7144965-7145295	chr3L:7741672-7742010	chrXR_group6:2287504-2287691	scaffold_13049:9801330-9801490	331	339	188	161	100	100	100	100	25.86	21.02	21.05	69.5	-0.374	-1.042	-0.317	0.287	0.0123	0.0036	0.0868	0.0146
4099	827	701	chr3L:7168115-7168509	chr3L:7765650-7766080	chrXR_group6:3926210-3926699	scaffold_13049:15825448-15825665	395	431	490	218	100	100	100	100	39.31	84.07	18.42	29.78	0.045	0.344	-0.451	-0.56	0.4595	0.2036	0.1754	0.0029
4107	832	817	chr3L:7250450-7250889	chr3L:7852190-7852660	chrXR_group8:3341248-3341672	scaffold_13049:2388525-2388891	440	471	425	367	100	100	100	100	38.87	84.07	22.52	32.27	0.034	0.344	-0.25	-0.48	1.5807	1.2938	0.2388	0.4523
4108	832	1879	chr3L:7265042-7265633	chr3L:7867240-7867770	chrXR_group8:3355580-3356123	scaffold_13049:2410420-2411837	592	531	544	1418	100	100	100	100	40.97	87.57	18.75	27.3	0.087	0.385	-0.433	-0.647	0.1167	0.3437	0.064	1.3594
4110	832	1763	chr3L:7308688-7309296	chr3L:7913160-7913770	chrXR_group8:3399263-3400042	scaffold_13049:2480200-2481261	609	611	780	1062	100	100	100	100	24.8	80.56	18.85	89.35	-0.416	0.302	-0.427	0.539	0.2711	0.8608	1.1586	0.4994
4119	835	585	chr3L:7363558-7363978	chr3L:7968050-7968460	chrXR_group6:1360859-1361168	scaffold_13049:5331751-5332174	421	411	310	424	100	100	100	100	39.86	80.56	26.22	34.75	0.059	0.302	-0.098	-0.406	0.0525	0.0523	0.0319	0.0125
4127	837	431	chr3L:7481401-7481572	chr3L:8089363-8089537	chrXR_group6:1481415-1481729	scaffold_13049:5470430-5470720	172	175	315	291	100	100	100	100	29.32	21.02	8.96	71.98	-0.248	-1.042	-1.172	0.322	0.003	0.003	0.0933	8e-04
4134	837	258	chr3L:7537415-7537526	chr3L:8141238-8141350	chrXR_group6:1541654-1541825	scaffold_13049:5544610-5544830	112	113	172	221	100	100	100	100	19.65	38.53	19.94	84.39	-0.648	-0.436	-0.371	0.481	0.1568	0.1568	0.3273	0.2328
4135	838	389	chr3L:7559477-7559848	chr3L:8163594-8163965	chrXR_group8:1741479-1741859	scaffold_13049:20543890-20544250	372	372	381	361	100	100	100	100	31.86	70.06	15.76	76.94	-0.165	0.162	-0.606	0.389	0.4695	0.4705	0.0541	0.5276
4138	839	484	chr3L:7586067-7586315	chr3L:8191547-8191802	chrXR_group6:1591471-1591865	scaffold_13049:5594540-5594790	249	256	395	251	100	100	100	100	19.46	56.04	20.42	67.02	-0.658	-0.0610000000000001	-0.348	0.251	0.3549	0.355	0.0249	0.2086
4148	840	578	chr3L:7658379-7658949	chr3L:8265200-8265770	chrXR_group6:1678653-1679223	scaffold_13049:19429901-19430465	571	571	571	565	100	100	100	100	38.99	87.57	23.31	14.89	0.037	0.385	-0.215	-1.253	0.8717	0.9209	0.5694	0.5687
4151	841	865	chr3L:7707299-7707940	chr3L:8304330-8304960	chrXR_group6:1714854-1715595	scaffold_12420:5581-6101	642	631	742	521	100	100	100	100	44.57	84.07	31.35	22.34	0.171	0.344	0.081	-0.848	2.025	1.8914	0.8148	0.6125
4160	844	1251	chr3L:7902061-7902840	chr3L:8498760-8499592	chrXR_group8:1578254-1579087	scaffold_13049:20729808-20730548	780	833	834	741	100	100	100	100	56.4	119.09	47.37	39.71	0.406	0.693	0.494	-0.272	0.2936	0.3755	0.6657	0.5344
